Timestamp,Age ,Gender,Current State or Union Territory,City,Which Tier does your city belong to?,Marital Status,What is your financial status?,"Say for example , a similar product with similar features is being sold at half the price by an unknown seller as compared to a branded product. Would you purchase that product? or Simply Do you prefer cost over brands?",What is the Product Category that you shop very frequently?,How much time do you spend while picking the right product to buy?,"On a scale of 1 to 5 , how often do you shop in the selected product category monthly? ",What is the average money that you spend while shopping the above items in one time?,Which product among Electronics do you shop very often?,Which product among Fashion do you shop very often?,Which product among Clothing do you shop very often?,Which OTT subscriptions do you use the most?,Which type of Books do you buy the most?
6/15/2021 23:02:12,62,Male,Delhi,New Delhi ,Tier 1,Married,Freelancing,No,Clothing,Within a day,5,Between ₹1000-₹5000,,,T-shirts / Shirts,,
6/15/2021 23:10:08,54,Female,Delhi,Delhi,Tier 1,Married,Housewife,Maybe,Clothing,Sometimes I keep.in a wishlist nf,1,Between ₹1000-₹5000,,,"Kurtis, lehenga, ethnic wear",,
6/15/2021 23:13:04,56,Male,Karnataka,Hubli,Tier 2,Married,Regular Job,No,Clothing,Less than hour,1,Greater than ₹5000,,,T-shirts / Shirts,,
6/15/2021 23:37:08,51,Male,Maharashtra,Mumbai ,Tier 1,Married,Freelancing,Yes,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Couple of Weeks,1,Between ₹1000-₹5000,,,,Disney Hotstar,
6/16/2021 6:37:27,50,Male,Uttar Pradesh,Khurja,Tier 3,Married,Freelancing,Yes,Clothing,Less than hour,5,Greater than ₹5000,,,Shoes,,
6/16/2021 6:48:19,54,Male,Delhi,Delhi,Tier 1,Married,Regular Job,Maybe,Grocery,Less than hour,3,Between ₹1000-₹5000,,,,,
6/16/2021 7:06:56,49,Male,Maharashtra,Mumbai,Tier 1,Married,Regular Job,No,Clothing,Less than hour,2,Greater than ₹5000,,,T-shirts / Shirts,,
6/16/2021 7:22:52,52,Male,Maharashtra,Mumbai,Tier 1,Married,Regular Job,No,Clothing,Less than hour,2,Greater than ₹5000,,,T-shirts / Shirts,,
6/16/2021 7:25:53,51,Male,Uttar Pradesh,Lucknow,Tier 2,Married,Freelancing,Yes,Clothing,Less than hour,1,Between ₹1000-₹5000,,,T-shirts / Shirts,,
6/16/2021 9:36:06,53,Male,Chandigarh,Chandigarh ,Tier 2,Married,Regular Job,No,"Fashion ( Makeup, cosmetics, Perfume etc )",One week ,2,Between ₹1000-₹5000,,Cosmetics,,,
6/16/2021 9:59:30,56,Male,Haryana,Gurgaon,Tier 2,Married,Regular Job,No,Electronics,Less than hour,1,Between ₹1000-₹5000,Headphones / Earphones,,,,
6/16/2021 10:50:33,55,Male,Delhi,Delhi,Tier 1,Married,Regular Job,Maybe,"Fashion ( Makeup, cosmetics, Perfume etc )",Less than hour,3,Less Than ₹1000,,Cosmetics,,,
6/16/2021 11:09:42,55,Male,Karnataka,Bangalore,Tier 1,Married,Regular Job,No,Daily needs,Within a day,2,Between ₹1000-₹5000,,,,,
6/16/2021 11:32:11,55,Male,West Bengal,Kolkata,Tier 1,Married,Regular Job,Maybe,Liquor,Less than hour,5,Greater than ₹5000,,,,,
6/16/2021 15:50:43,35,Male,Delhi,NEW DELHI,Tier 1,Married,Freelancing,Maybe,Electronics,Less than hour,0,Between ₹1000-₹5000,Speakers,,,,
6/16/2021 16:29:09,Anurag Dubey,Male,Uttar Pradesh,Gorakhpur,Tier 3,Married,Regular Job,Maybe,Clothing,Less than hour,1,Between ₹1000-₹5000,,,T-shirts / Shirts,,
6/16/2021 16:33:18,62,Male,Delhi,Delhi,Tier 1,Married,Housewife,Yes,Electronics,Within a day,1,Greater than ₹5000,"Utility Devices ( like pen drive , cables etc )",,,,
6/16/2021 23:27:04,55,Female,Andhra Pradesh,Vishakapatnam,Tier 3,Married,Regular Job,No,Clothing,Couple of Weeks,2,Greater than ₹5000,,,Shoes,,
6/16/2021 23:28:52,27,Female,Chhattisgarh,Raigarh,Tier 3,Married,Housewife,Yes,Household products,Within a day,5,Less Than ₹1000,,,,,
6/16/2021 23:31:26,30,Female,Jharkhand,Jamshedpur,Tier 2,Married,Regular Job,Yes,House products,Within a day,4,Less Than ₹1000,,,,,
6/17/2021 4:35:13,51,Male,Delhi,Delhi,Tier 1,Married,Freelancing,Maybe,Electronics,Within a day,1,Greater than ₹5000,Mobile,,,,
6/17/2021 18:16:05,22,Female,Delhi,,Tier 1,Not Married,Student,Yes,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Couple of Weeks,4,Less Than ₹1000,,,,Amazon Prime,
6/17/2021 18:17:30,21,Female,Gujarat,Surat ,Tier 3,Not Married,Student,Yes,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Within a day,5,Between ₹1000-₹5000,,,,Disney Hotstar,
6/17/2021 18:18:34,55,Female,Jammu and Kashmir,Srinagar,Tier 2,Married,Housewife,Yes,Household,Couple of Weeks,5,Less Than ₹1000,,,,,
6/17/2021 18:20:18,19,Male,Tamil Nadu,Vellore,Tier 2,Not Married,Student,Yes,Clothing,An entire month,1,Between ₹1000-₹5000,,,Shoes,,
6/17/2021 18:21:08,39,Female,Rajasthan,Jodhpur,Tier 2,Married,Regular Job,Maybe,Clothing,Couple of Weeks,2,Greater than ₹5000,,,Shoes,,
6/17/2021 18:22:44,24,Male,Karnataka,Bangalore,Tier 3,Not Married,Regular Job,No,Electronics,An entire month,1,Greater than ₹5000,Headphones / Earphones,,,,
6/17/2021 18:24:51,39,Male,Uttar Pradesh,Noida,Tier 2,Married,Regular Job,Yes,Home products,Within a day,4,Less Than ₹1000,,,,,
6/17/2021 22:04:49,36,Female,Maharashtra,Nashik,Tier 2,Married,Housewife,No,Food products,Less than hour,5,Less Than ₹1000,,,,,
6/17/2021 22:06:04,29,Male,Punjab,Patiala,Tier 3,Not Married,Freelancing,No,Clothing,Couple of Weeks,2,Between ₹1000-₹5000,,,Shoes,,
6/17/2021 22:08:05,49,Female,Himachal Pradesh,Mandi,Tier 3,Married,Regular Job,Yes,Books,An entire month,1,Less Than ₹1000,,,,,Romance
6/17/2021 22:08:47,22,Male,Chandigarh,,Tier 2,Not Married,Student,Yes,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Within a day,4,Less Than ₹1000,,,,Amazon Prime,
6/17/2021 22:09:35,17,Female,Haryana,Gurgaon,Tier 2,Not Married,Student,Yes,"Fashion ( Makeup, cosmetics, Perfume etc )",Couple of Weeks,1,Less Than ₹1000,,Purses / Bags,,,
6/17/2021 22:11:03,20,Male,Haryana,Panipat,Tier 3,Not Married,Student,Maybe,Clothing,Couple of Weeks,1,Between ₹1000-₹5000,,,Shoes,,
6/17/2021 22:13:28,17,Male,Punjab,Amritsar,Tier 2,Not Married,Student,Maybe,Clothing,Within a day,1,Less Than ₹1000,,,T-shirts / Shirts,,
6/17/2021 22:17:02,33,Male,Rajasthan,Udaipur,Tier 3,Married,Regular Job,Maybe,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Less than hour,2,Between ₹1000-₹5000,,,,Disney Hotstar,
6/17/2021 22:18:25,52,Female,Madhya Pradesh,Ujjain,Tier 2,Married,Freelancing,No,Electronics,Couple of Weeks,1,Greater than ₹5000,"Utility Devices ( like pen drive , cables etc )",,,,
6/17/2021 22:23:15,46,Male,Maharashtra,Pune,Tier 1,Married,Regular Job,Yes,Books,An entire month,1,Less Than ₹1000,,,,,Romance
6/18/2021 1:46:18,48,Female,Uttar Pradesh,Ghaziabad,Tier 2,Married,Regular Job,No,Clothing,Within a day,4,Less Than ₹1000,,,Shoes,,
6/18/2021 1:47:43,27,Male,West Bengal,Kolkata,Tier 1,Married,Freelancing,Yes,Electronics,Couple of Weeks,1,Between ₹1000-₹5000,Mouse / Keyboard,,,,
6/18/2021 1:48:36,19,Male,Maharashtra,Pune,Tier 1,Not Married,Student,Yes,Clothing,Within a day,1,Less Than ₹1000,,,T-shirts / Shirts,,
6/18/2021 1:49:21,22,Female,Punjab,Hyderabad,Tier 1,Not Married,Student,Maybe,"Fashion ( Makeup, cosmetics, Perfume etc )",Within a day,2,Less Than ₹1000,,Perfumes,,,
6/18/2021 1:50:33,21,Female,Punjab,Mohali,Tier 3,Not Married,Student,Yes,Clothing,Couple of Weeks,3,Between ₹1000-₹5000,,,Shoes,,
6/18/2021 1:52:00,31,Male,Rajasthan,Jaipur,Tier 2,Married,Regular Job,No,Books,An entire month,1,Less Than ₹1000,,,,,Romance
6/18/2021 4:03:06,26,Female,Maharashtra,Mumbai,Tier 1,Not Married,Regular Job,Yes,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Within a day,4,Less Than ₹1000,,,,Disney Hotstar,
6/18/2021 4:04:44,27,Female,Karnataka,Bangalore,Tier 1,Not Married,Regular Job,Yes,Books,An entire month,2,Between ₹1000-₹5000,,,,,Romance
6/18/2021 4:06:36,18,Male,Uttar Pradesh,Kanpur ,Tier 2,Not Married,Student,Yes,Electronics,Couple of Weeks,1,Between ₹1000-₹5000,Headphones / Earphones,,,,
6/18/2021 4:07:38,33,Female,Delhi,,Tier 1,Not Married,Regular Job,No,Books,An entire month,1,Less Than ₹1000,,,,,Fiction
6/18/2021 4:11:13,35,Female,Jammu and Kashmir,Kashmir,Tier 2,Married,Housewife,No,Books,Couple of Weeks,1,Less Than ₹1000,,,,,Fiction
6/18/2021 4:12:53,15,Female,Haryana,Gurgaon,Tier 2,Not Married,Student,Yes,Books,Couple of Weeks,1,Less Than ₹1000,,,,,Comics
6/18/2021 4:16:45,18,Female,Chandigarh,,Tier 2,Not Married,Student,Yes,"Fashion ( Makeup, cosmetics, Perfume etc )",Within a day,4,Less Than ₹1000,,Perfumes,,,
6/18/2021 4:18:30,20,Male,Uttarakhand,Dehradun,Tier 2,Not Married,Student,No,Electronics,Couple of Weeks,1,Greater than ₹5000,Headphones / Earphones,,,,
6/18/2021 4:19:29,17,Male,Delhi,,Tier 1,Not Married,Student,No,"Fashion ( Makeup, cosmetics, Perfume etc )",Couple of Weeks,2,Between ₹1000-₹5000,,Wrist Watch,,,
6/18/2021 4:20:36,17,Female,Haryana,Karnal,Tier 3,Not Married,Student,Yes,"Fashion ( Makeup, cosmetics, Perfume etc )",Within a day,3,Less Than ₹1000,,Purses / Bags,,,
6/18/2021 12:55:18,27,Female,Rajasthan,Ajmer ,Tier 2,Married,Housewife,Yes,"Fashion ( Makeup, cosmetics, Perfume etc )",Couple of Weeks,1,Between ₹1000-₹5000,,Purses / Bags,,,
6/18/2021 12:56:57,19,Male,Andhra Pradesh,Nellore ,Tier 2,Not Married,Student,Maybe,Electronics,An entire month,1,Less Than ₹1000,Headphones / Earphones,,,,
6/18/2021 14:00:49,16,Female,Gujarat,Ahmedabad,Tier 1,Not Married,Student,Yes,Clothing,Couple of Weeks,1,Less Than ₹1000,,,Shoes,,
6/18/2021 14:02:09,37,Female,Uttarakhand,Dehradun,Tier 2,Married,Housewife,No,House products,Within a day,4,Between ₹1000-₹5000,,,,,
6/18/2021 14:12:43,33,Female,Punjab,Ludhiana,Tier 2,Married,Housewife,No,Books,An entire month,1,Less Than ₹1000,,,,,Romance
6/18/2021 14:15:11,37,Male,Telangana,Hyderabad,Tier 1,Not Married,Freelancing,Yes,"Fashion ( Makeup, cosmetics, Perfume etc )",An entire month,1,Greater than ₹5000,,Purses / Bags,,,
6/18/2021 14:16:42,21,Female,Delhi,,Tier 1,Not Married,Student,Yes,Clothing,Couple of Weeks,4,Between ₹1000-₹5000,,,T-shirts / Shirts,,
6/18/2021 14:19:29,24,Male,Tamil Nadu,Chennai,Tier 1,Not Married,Student,No,Books,An entire month,0,Between ₹1000-₹5000,,,,,Adventure / Crime
6/18/2021 15:50:09,41,Female,West Bengal,Kolkata,Tier 1,Married,Regular Job,No,Clothing,Within a day,2,Greater than ₹5000,,,Lower,,
6/18/2021 15:53:06,26,Female,Maharashtra,Mumbai,Tier 1,Not Married,Regular Job,Yes,Clothing,Within a day,4,Less Than ₹1000,,,Lower,,
6/18/2021 15:53:48,17,Male,Tripura,Agartala,Tier 3,Not Married,Student,Yes,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Within a day,4,Less Than ₹1000,,,,Sony Liv,
6/18/2021 15:54:19,29,Female,Delhi,Delhi,Tier 1,Married,Freelancing,No,"Fashion ( Makeup, cosmetics, Perfume etc )",Couple of Weeks,4,Between ₹1000-₹5000,,Purses / Bags,,,
6/18/2021 15:55:14,23,Male,Delhi,Delhi,Tier 1,Not Married,Student,Maybe,Food,Less than hour,4,Less Than ₹1000,,,,,
6/18/2021 15:56:13,15,Female,Rajasthan,Kota,Tier 2,Not Married,Student,Yes,Books,Couple of Weeks,1,Between ₹1000-₹5000,,,,,Education
6/18/2021 15:57:07,28,Male,Chandigarh,Chandigarh ,Tier 2,Not Married,Regular Job,No,Electronics,Couple of Weeks,4,Greater than ₹5000,Headphones / Earphones,,,,
6/18/2021 15:57:42,28,Female,Tamil Nadu,Chennai,Tier 1,Not Married,Regular Job,Maybe,Electronics,An entire month,1,Greater than ₹5000,Headphones / Earphones,,,,
6/18/2021 15:59:53,42,Male,Haryana,Kurukshetra,Tier 3,Married,Freelancing,Yes,Clothing,Within a day,2,Between ₹1000-₹5000,,,Lower,,
6/18/2021 16:02:22,16,Female,Maharashtra,Nashik,Tier 2,Not Married,Student,Maybe,"Fashion ( Makeup, cosmetics, Perfume etc )",Couple of Weeks,1,Less Than ₹1000,,Cosmetics,,,
6/18/2021 16:03:19,15,Male,Karnataka,Bangalore,Tier 1,Not Married,Student,Yes,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Within a day,4,Less Than ₹1000,,,,Amazon Prime,
6/18/2021 16:06:05,18,Female,Rajasthan,Jaipur,Tier 2,Not Married,Student,No,"OTT Subscriptions ( Netflix , Amazon , prime video etc )",Within a day,1,Between ₹1000-₹5000,,,,Disney Hotstar,
